_id,co_mun,no_mun,ano,variavel,pop_categoria,pop_subcategoria,valor
197,2700102,Água Branca,2011,População residente estimada,Por idade,De 80 anos ou mais,319
198,2700102,Água Branca,2011,População residente estimada,Por idade,Total,19900
199,2700102,Água Branca,2012,População residente estimada,Por idade,De 0 a 4 anos,1967
200,2700102,Água Branca,2012,População residente estimada,Por idade,De 10 a 14 anos,2307
201,2700102,Água Branca,2012,População residente estimada,Por idade,De 15 a 19 anos,2144
202,2700102,Água Branca,2012,População residente estimada,Por idade,De 20 a 24 anos,1780
203,2700102,Água Branca,2012,População residente estimada,Por idade,De 25 a 29 anos,1510
204,2700102,Água Branca,2012,População residente estimada,Por idade,De 30 a 34 anos,1325
205,2700102,Água Branca,2012,População residente estimada,Por idade,De 35 a 39 anos,1157
206,2700102,Água Branca,2012,População residente estimada,Por idade,De 40 a 44 anos,1053
207,2700102,Água Branca,2012,População residente estimada,Por idade,De 45 a 49 anos,949
208,2700102,Água Branca,2012,População residente estimada,Por idade,De 5 a 9 anos,2140
209,2700102,Água Branca,2012,População residente estimada,Por idade,De 50 a 54 anos,756
210,2700102,Água Branca,2012,População residente estimada,Por idade,De 55 a 59 anos,644
211,2700102,Água Branca,2012,População residente estimada,Por idade,De 60 a 64 anos,625
212,2700102,Água Branca,2012,População residente estimada,Por idade,De 65 a 69 anos,555
213,2700102,Água Branca,2012,População residente estimada,Por idade,De 70 a 74 anos,419
214,2700102,Água Branca,2012,População residente estimada,Por idade,De 75 a 79 anos,283
215,2700102,Água Branca,2012,População residente estimada,Por idade,De 80 anos ou mais,327
216,2700102,Água Branca,2012,População residente estimada,Por idade,Total,19941
217,2700102,Água Branca,2013,População residente estimada,Por idade,De 0 a 4 anos,1927
218,2700102,Água Branca,2013,População residente estimada,Por idade,De 10 a 14 anos,2242
219,2700102,Água Branca,2013,População residente estimada,Por idade,De 15 a 19 anos,2140
220,2700102,Água Branca,2013,População residente estimada,Por idade,De 20 a 24 anos,1799
221,2700102,Água Branca,2013,População residente estimada,Por idade,De 25 a 29 anos,1533
222,2700102,Água Branca,2013,População residente estimada,Por idade,De 30 a 34 anos,1350
223,2700102,Água Branca,2013,População residente estimada,Por idade,De 35 a 39 anos,1183
224,2700102,Água Branca,2013,População residente estimada,Por idade,De 40 a 44 anos,1059
225,2700102,Água Branca,2013,População residente estimada,Por idade,De 45 a 49 anos,973
226,2700102,Água Branca,2013,População residente estimada,Por idade,De 5 a 9 anos,2084
227,2700102,Água Branca,2013,População residente estimada,Por idade,De 50 a 54 anos,800
228,2700102,Água Branca,2013,População residente estimada,Por idade,De 55 a 59 anos,645
229,2700102,Água Branca,2013,População residente estimada,Por idade,De 60 a 64 anos,619
230,2700102,Água Branca,2013,População residente estimada,Por idade,De 65 a 69 anos,564
231,2700102,Água Branca,2013,População residente estimada,Por idade,De 70 a 74 anos,435
232,2700102,Água Branca,2013,População residente estimada,Por idade,De 75 a 79 anos,293
233,2700102,Água Branca,2013,População residente estimada,Por idade,De 80 anos ou mais,335
234,2700102,Água Branca,2013,População residente estimada,Por idade,Total,19981
235,2700102,Água Branca,2014,População residente estimada,Por idade,De 0 a 4 anos,1895
236,2700102,Água Branca,2014,População residente estimada,Por idade,De 10 a 14 anos,2162
237,2700102,Água Branca,2014,População residente estimada,Por idade,De 15 a 19 anos,2130
238,2700102,Água Branca,2014,População residente estimada,Por idade,De 20 a 24 anos,1823
239,2700102,Água Branca,2014,População residente estimada,Por idade,De 25 a 29 anos,1557
