_id,co_reg_plan,no_reg_plan,ano,variavel,ensino_rede,ensino_tipo,valor
3339,2708.0,Serrana Dos Quilombos,2010,Matrícula,Estadual,Ensino Fundamental,5978.0
3340,2708.0,Serrana Dos Quilombos,2010,Matrícula,Estadual,Ensino Médio,9075.0
3341,2708.0,Serrana Dos Quilombos,2010,Matrícula,Municipal,Educação Infantil,8425.0
3342,2708.0,Serrana Dos Quilombos,2010,Matrícula,Municipal,Educação Profissional,0.0
3343,2708.0,Serrana Dos Quilombos,2010,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),10514.0
3344,2708.0,Serrana Dos Quilombos,2010,Matrícula,Municipal,Ensino Fundamental,53475.0
3345,2708.0,Serrana Dos Quilombos,2010,Matrícula,Municipal,Ensino Médio,0.0
3346,2708.0,Serrana Dos Quilombos,2010,Matrícula,Privada,Educação Infantil,1136.0
3347,2708.0,Serrana Dos Quilombos,2010,Matrícula,Privada,Educação Profissional,0.0
3348,2708.0,Serrana Dos Quilombos,2010,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
3349,2708.0,Serrana Dos Quilombos,2010,Matrícula,Privada,Ensino Fundamental,2258.0
3350,2708.0,Serrana Dos Quilombos,2010,Matrícula,Privada,Ensino Médio,283.0
3351,2708.0,Serrana Dos Quilombos,2010,Matrícula,Pública,Educação Infantil,8503.0
3352,2708.0,Serrana Dos Quilombos,2010,Matrícula,Pública,Educação Profissional,483.0
3353,2708.0,Serrana Dos Quilombos,2010,Matrícula,Pública,Educação de Jovens e Adultos (EJA),11029.0
3354,2708.0,Serrana Dos Quilombos,2010,Matrícula,Pública,Ensino Fundamental,59453.0
3355,2708.0,Serrana Dos Quilombos,2010,Matrícula,Pública,Ensino Médio,9075.0
3356,2708.0,Serrana Dos Quilombos,2010,Matrícula,Total,Educação Infantil,9639.0
3357,2708.0,Serrana Dos Quilombos,2010,Matrícula,Total,Educação Profissional,483.0
3358,2708.0,Serrana Dos Quilombos,2010,Matrícula,Total,Educação de Jovens e Adultos (EJA),11029.0
3359,2708.0,Serrana Dos Quilombos,2010,Matrícula,Total,Ensino Fundamental,61711.0
3360,2708.0,Serrana Dos Quilombos,2010,Matrícula,Total,Ensino Médio,9358.0
3361,2708.0,Serrana Dos Quilombos,2011,Matrícula,Estadual,Educação Infantil,112.0
3362,2708.0,Serrana Dos Quilombos,2011,Matrícula,Estadual,Educação Profissional,462.0
3363,2708.0,Serrana Dos Quilombos,2011,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1678.0
3364,2708.0,Serrana Dos Quilombos,2011,Matrícula,Estadual,Ensino Fundamental,5723.0
3365,2708.0,Serrana Dos Quilombos,2011,Matrícula,Estadual,Ensino Médio,9215.0
3366,2708.0,Serrana Dos Quilombos,2011,Matrícula,Federal,Educação Infantil,0.0
3367,2708.0,Serrana Dos Quilombos,2011,Matrícula,Federal,Educação Profissional,249.0
3368,2708.0,Serrana Dos Quilombos,2011,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3369,2708.0,Serrana Dos Quilombos,2011,Matrícula,Federal,Ensino Fundamental,0.0
3370,2708.0,Serrana Dos Quilombos,2011,Matrícula,Federal,Ensino Médio,249.0
3371,2708.0,Serrana Dos Quilombos,2011,Matrícula,Municipal,Educação Infantil,9177.0
3372,2708.0,Serrana Dos Quilombos,2011,Matrícula,Municipal,Educação Profissional,0.0
3373,2708.0,Serrana Dos Quilombos,2011,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7091.0
3374,2708.0,Serrana Dos Quilombos,2011,Matrícula,Municipal,Ensino Fundamental,51019.0
3375,2708.0,Serrana Dos Quilombos,2011,Matrícula,Municipal,Ensino Médio,0.0
3376,2708.0,Serrana Dos Quilombos,2011,Matrícula,Privada,Educação Infantil,1112.0
3377,2708.0,Serrana Dos Quilombos,2011,Matrícula,Privada,Educação Profissional,0.0
3378,2708.0,Serrana Dos Quilombos,2011,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
3379,2708.0,Serrana Dos Quilombos,2011,Matrícula,Privada,Ensino Fundamental,2399.0
3380,2708.0,Serrana Dos Quilombos,2011,Matrícula,Privada,Ensino Médio,323.0
3381,2708.0,Serrana Dos Quilombos,2011,Matrícula,Pública,Educação Infantil,9289.0
3382,2708.0,Serrana Dos Quilombos,2011,Matrícula,Pública,Educação Profissional,711.0
3383,2708.0,Serrana Dos Quilombos,2011,Matrícula,Pública,Educação de Jovens e Adultos (EJA),8769.0
3384,2708.0,Serrana Dos Quilombos,2011,Matrícula,Pública,Ensino Fundamental,56742.0
3385,2708.0,Serrana Dos Quilombos,2011,Matrícula,Pública,Ensino Médio,9464.0
3386,2708.0,Serrana Dos Quilombos,2011,Matrícula,Total,Educação Infantil,10401.0
3387,2708.0,Serrana Dos Quilombos,2011,Matrícula,Total,Educação Profissional,711.0
3388,2708.0,Serrana Dos Quilombos,2011,Matrícula,Total,Educação de Jovens e Adultos (EJA),8769.0
3389,2708.0,Serrana Dos Quilombos,2011,Matrícula,Total,Ensino Fundamental,59141.0
3390,2708.0,Serrana Dos Quilombos,2011,Matrícula,Total,Ensino Médio,9787.0
3391,2708.0,Serrana Dos Quilombos,2012,Matrícula,Estadual,Educação Infantil,94.0
3392,2708.0,Serrana Dos Quilombos,2012,Matrícula,Estadual,Educação Profissional,482.0
3393,2708.0,Serrana Dos Quilombos,2012,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2048.0
3394,2708.0,Serrana Dos Quilombos,2012,Matrícula,Estadual,Ensino Fundamental,4977.0
3395,2708.0,Serrana Dos Quilombos,2012,Matrícula,Estadual,Ensino Médio,9028.0
3396,2708.0,Serrana Dos Quilombos,2012,Matrícula,Federal,Educação Infantil,0.0
3397,2708.0,Serrana Dos Quilombos,2012,Matrícula,Federal,Educação Profissional,364.0
3398,2708.0,Serrana Dos Quilombos,2012,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3399,2708.0,Serrana Dos Quilombos,2012,Matrícula,Federal,Ensino Fundamental,0.0
3400,2708.0,Serrana Dos Quilombos,2012,Matrícula,Federal,Ensino Médio,364.0
3401,2708.0,Serrana Dos Quilombos,2012,Matrícula,Municipal,Educação Infantil,9586.0
3402,2708.0,Serrana Dos Quilombos,2012,Matrícula,Municipal,Educação Profissional,0.0
3403,2708.0,Serrana Dos Quilombos,2012,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),6268.0
3404,2708.0,Serrana Dos Quilombos,2012,Matrícula,Municipal,Ensino Fundamental,50646.0
3405,2708.0,Serrana Dos Quilombos,2012,Matrícula,Municipal,Ensino Médio,0.0
3406,2708.0,Serrana Dos Quilombos,2012,Matrícula,Privada,Educação Infantil,1166.0
3407,2708.0,Serrana Dos Quilombos,2012,Matrícula,Privada,Educação Profissional,0.0
3408,2708.0,Serrana Dos Quilombos,2012,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
3409,2708.0,Serrana Dos Quilombos,2012,Matrícula,Privada,Ensino Fundamental,2449.0
3410,2708.0,Serrana Dos Quilombos,2012,Matrícula,Privada,Ensino Médio,342.0
3411,2708.0,Serrana Dos Quilombos,2012,Matrícula,Pública,Educação Infantil,9680.0
3412,2708.0,Serrana Dos Quilombos,2012,Matrícula,Pública,Educação Profissional,846.0
3413,2708.0,Serrana Dos Quilombos,2012,Matrícula,Pública,Educação de Jovens e Adultos (EJA),8316.0
3414,2708.0,Serrana Dos Quilombos,2012,Matrícula,Pública,Ensino Fundamental,55623.0
3415,2708.0,Serrana Dos Quilombos,2012,Matrícula,Pública,Ensino Médio,9392.0
3416,2708.0,Serrana Dos Quilombos,2012,Matrícula,Total,Educação Infantil,10846.0
3417,2708.0,Serrana Dos Quilombos,2012,Matrícula,Total,Educação Profissional,846.0
3418,2708.0,Serrana Dos Quilombos,2012,Matrícula,Total,Educação de Jovens e Adultos (EJA),8316.0
3419,2708.0,Serrana Dos Quilombos,2012,Matrícula,Total,Ensino Fundamental,58072.0
3420,2708.0,Serrana Dos Quilombos,2012,Matrícula,Total,Ensino Médio,9734.0
3421,2708.0,Serrana Dos Quilombos,2013,Matrícula,Estadual,Educação Infantil,95.0
3422,2708.0,Serrana Dos Quilombos,2013,Matrícula,Estadual,Educação Profissional,598.0
3423,2708.0,Serrana Dos Quilombos,2013,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1213.0
3424,2708.0,Serrana Dos Quilombos,2013,Matrícula,Estadual,Ensino Fundamental,3970.0
3425,2708.0,Serrana Dos Quilombos,2013,Matrícula,Estadual,Ensino Médio,8918.0
3426,2708.0,Serrana Dos Quilombos,2013,Matrícula,Federal,Educação Infantil,0.0
3427,2708.0,Serrana Dos Quilombos,2013,Matrícula,Federal,Educação Profissional,392.0
3428,2708.0,Serrana Dos Quilombos,2013,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3429,2708.0,Serrana Dos Quilombos,2013,Matrícula,Federal,Ensino Fundamental,0.0
3430,2708.0,Serrana Dos Quilombos,2013,Matrícula,Federal,Ensino Médio,392.0
3431,2708.0,Serrana Dos Quilombos,2013,Matrícula,Municipal,Educação Infantil,9927.0
3432,2708.0,Serrana Dos Quilombos,2013,Matrícula,Municipal,Educação Profissional,92.0
3433,2708.0,Serrana Dos Quilombos,2013,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),5908.0
3434,2708.0,Serrana Dos Quilombos,2013,Matrícula,Municipal,Ensino Fundamental,48657.0
3435,2708.0,Serrana Dos Quilombos,2013,Matrícula,Municipal,Ensino Médio,0.0
3436,2708.0,Serrana Dos Quilombos,2013,Matrícula,Privada,Educação Infantil,1097.0
3437,2708.0,Serrana Dos Quilombos,2013,Matrícula,Privada,Educação Profissional,35.0
3438,2708.0,Serrana Dos Quilombos,2013,Matrícula,Privada,Educação de Jovens e Adultos (EJA),127.0
3439,2708.0,Serrana Dos Quilombos,2013,Matrícula,Privada,Ensino Fundamental,2610.0
3440,2708.0,Serrana Dos Quilombos,2013,Matrícula,Privada,Ensino Médio,488.0
3441,2708.0,Serrana Dos Quilombos,2013,Matrícula,Pública,Educação Infantil,10022.0
3442,2708.0,Serrana Dos Quilombos,2013,Matrícula,Pública,Educação Profissional,1082.0
3443,2708.0,Serrana Dos Quilombos,2013,Matrícula,Pública,Educação de Jovens e Adultos (EJA),7121.0
3444,2708.0,Serrana Dos Quilombos,2013,Matrícula,Pública,Ensino Fundamental,52627.0
3445,2708.0,Serrana Dos Quilombos,2013,Matrícula,Pública,Ensino Médio,9310.0
3446,2708.0,Serrana Dos Quilombos,2013,Matrícula,Total,Educação Infantil,11119.0
3447,2708.0,Serrana Dos Quilombos,2013,Matrícula,Total,Educação Profissional,1117.0
3448,2708.0,Serrana Dos Quilombos,2013,Matrícula,Total,Educação de Jovens e Adultos (EJA),7248.0
3449,2708.0,Serrana Dos Quilombos,2013,Matrícula,Total,Ensino Fundamental,55237.0
3450,2708.0,Serrana Dos Quilombos,2013,Matrícula,Total,Ensino Médio,9798.0
3451,2708.0,Serrana Dos Quilombos,2014,Matrícula,Estadual,Educação Infantil,95.0
3452,2708.0,Serrana Dos Quilombos,2014,Matrícula,Estadual,Educação Profissional,596.0
3453,2708.0,Serrana Dos Quilombos,2014,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1451.0
3454,2708.0,Serrana Dos Quilombos,2014,Matrícula,Estadual,Ensino Fundamental,3810.0
3455,2708.0,Serrana Dos Quilombos,2014,Matrícula,Estadual,Ensino Médio,9241.0
3456,2708.0,Serrana Dos Quilombos,2014,Matrícula,Federal,Educação Infantil,0.0
3457,2708.0,Serrana Dos Quilombos,2014,Matrícula,Federal,Educação Profissional,412.0
3458,2708.0,Serrana Dos Quilombos,2014,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3459,2708.0,Serrana Dos Quilombos,2014,Matrícula,Federal,Ensino Fundamental,0.0
3460,2708.0,Serrana Dos Quilombos,2014,Matrícula,Federal,Ensino Médio,412.0
3461,2708.0,Serrana Dos Quilombos,2014,Matrícula,Municipal,Educação Infantil,10439.0
3462,2708.0,Serrana Dos Quilombos,2014,Matrícula,Municipal,Educação Profissional,19.0
3463,2708.0,Serrana Dos Quilombos,2014,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),6844.0
3464,2708.0,Serrana Dos Quilombos,2014,Matrícula,Municipal,Ensino Fundamental,46158.0
3465,2708.0,Serrana Dos Quilombos,2014,Matrícula,Municipal,Ensino Médio,0.0
3466,2708.0,Serrana Dos Quilombos,2014,Matrícula,Privada,Educação Infantil,1192.0
3467,2708.0,Serrana Dos Quilombos,2014,Matrícula,Privada,Educação Profissional,0.0
3468,2708.0,Serrana Dos Quilombos,2014,Matrícula,Privada,Educação de Jovens e Adultos (EJA),124.0
3469,2708.0,Serrana Dos Quilombos,2014,Matrícula,Privada,Ensino Fundamental,2665.0
3470,2708.0,Serrana Dos Quilombos,2014,Matrícula,Privada,Ensino Médio,581.0
3471,2708.0,Serrana Dos Quilombos,2014,Matrícula,Pública,Educação Infantil,10534.0
3472,2708.0,Serrana Dos Quilombos,2014,Matrícula,Pública,Educação Profissional,1027.0
3473,2708.0,Serrana Dos Quilombos,2014,Matrícula,Pública,Educação de Jovens e Adultos (EJA),8295.0
3474,2708.0,Serrana Dos Quilombos,2014,Matrícula,Pública,Ensino Fundamental,49968.0
3475,2708.0,Serrana Dos Quilombos,2014,Matrícula,Pública,Ensino Médio,9653.0
3476,2708.0,Serrana Dos Quilombos,2014,Matrícula,Total,Educação Infantil,11726.0
3477,2708.0,Serrana Dos Quilombos,2014,Matrícula,Total,Educação Profissional,1027.0
3478,2708.0,Serrana Dos Quilombos,2014,Matrícula,Total,Educação de Jovens e Adultos (EJA),8419.0
3479,2708.0,Serrana Dos Quilombos,2014,Matrícula,Total,Ensino Fundamental,52633.0
3480,2708.0,Serrana Dos Quilombos,2014,Matrícula,Total,Ensino Médio,10234.0
3481,2708.0,Serrana Dos Quilombos,2015,Matrícula,Estadual,Educação Infantil,91.0
3482,2708.0,Serrana Dos Quilombos,2015,Matrícula,Estadual,Educação Profissional,828.0
3483,2708.0,Serrana Dos Quilombos,2015,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1771.0
3484,2708.0,Serrana Dos Quilombos,2015,Matrícula,Estadual,Ensino Fundamental,2175.0
3485,2708.0,Serrana Dos Quilombos,2015,Matrícula,Estadual,Ensino Médio,9104.0
3486,2708.0,Serrana Dos Quilombos,2015,Matrícula,Federal,Educação Infantil,0.0
3487,2708.0,Serrana Dos Quilombos,2015,Matrícula,Federal,Educação Profissional,370.0
3488,2708.0,Serrana Dos Quilombos,2015,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3489,2708.0,Serrana Dos Quilombos,2015,Matrícula,Federal,Ensino Fundamental,0.0
3490,2708.0,Serrana Dos Quilombos,2015,Matrícula,Federal,Ensino Médio,370.0
3491,2708.0,Serrana Dos Quilombos,2015,Matrícula,Municipal,Educação Infantil,10417.0
3492,2708.0,Serrana Dos Quilombos,2015,Matrícula,Municipal,Educação Profissional,0.0
3493,2708.0,Serrana Dos Quilombos,2015,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7430.0
3494,2708.0,Serrana Dos Quilombos,2015,Matrícula,Municipal,Ensino Fundamental,44720.0
3495,2708.0,Serrana Dos Quilombos,2015,Matrícula,Municipal,Ensino Médio,0.0
3496,2708.0,Serrana Dos Quilombos,2015,Matrícula,Privada,Educação Infantil,1110.0
3497,2708.0,Serrana Dos Quilombos,2015,Matrícula,Privada,Educação Profissional,123.0
3498,2708.0,Serrana Dos Quilombos,2015,Matrícula,Privada,Educação de Jovens e Adultos (EJA),45.0
3499,2708.0,Serrana Dos Quilombos,2015,Matrícula,Privada,Ensino Fundamental,2671.0
3500,2708.0,Serrana Dos Quilombos,2015,Matrícula,Privada,Ensino Médio,567.0
3501,2708.0,Serrana Dos Quilombos,2015,Matrícula,Pública,Educação Infantil,10508.0
3502,2708.0,Serrana Dos Quilombos,2015,Matrícula,Pública,Educação Profissional,1198.0
3503,2708.0,Serrana Dos Quilombos,2015,Matrícula,Pública,Educação de Jovens e Adultos (EJA),9201.0
3504,2708.0,Serrana Dos Quilombos,2015,Matrícula,Pública,Ensino Fundamental,46895.0
3505,2708.0,Serrana Dos Quilombos,2015,Matrícula,Pública,Ensino Médio,9474.0
3506,2708.0,Serrana Dos Quilombos,2015,Matrícula,Total,Educação Infantil,11618.0
3507,2708.0,Serrana Dos Quilombos,2015,Matrícula,Total,Educação Profissional,1321.0
3508,2708.0,Serrana Dos Quilombos,2015,Matrícula,Total,Educação de Jovens e Adultos (EJA),9246.0
3509,2708.0,Serrana Dos Quilombos,2015,Matrícula,Total,Ensino Fundamental,49566.0
3510,2708.0,Serrana Dos Quilombos,2015,Matrícula,Total,Ensino Médio,10041.0
3511,2708.0,Serrana Dos Quilombos,2016,Matrícula,Estadual,Educação Infantil,133.0
3512,2708.0,Serrana Dos Quilombos,2016,Matrícula,Estadual,Educação Profissional,781.0
3513,2708.0,Serrana Dos Quilombos,2016,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1630.0
3514,2708.0,Serrana Dos Quilombos,2016,Matrícula,Estadual,Ensino Fundamental,1702.0
3515,2708.0,Serrana Dos Quilombos,2016,Matrícula,Estadual,Ensino Médio,9329.0
3516,2708.0,Serrana Dos Quilombos,2016,Matrícula,Federal,Educação Infantil,0.0
3517,2708.0,Serrana Dos Quilombos,2016,Matrícula,Federal,Educação Profissional,435.0
3518,2708.0,Serrana Dos Quilombos,2016,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3519,2708.0,Serrana Dos Quilombos,2016,Matrícula,Federal,Ensino Fundamental,0.0
3520,2708.0,Serrana Dos Quilombos,2016,Matrícula,Federal,Ensino Médio,374.0
3521,2708.0,Serrana Dos Quilombos,2016,Matrícula,Municipal,Educação Infantil,10728.0
3522,2708.0,Serrana Dos Quilombos,2016,Matrícula,Municipal,Educação Profissional,0.0
3523,2708.0,Serrana Dos Quilombos,2016,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7307.0
3524,2708.0,Serrana Dos Quilombos,2016,Matrícula,Municipal,Ensino Fundamental,43681.0
3525,2708.0,Serrana Dos Quilombos,2016,Matrícula,Municipal,Ensino Médio,0.0
3526,2708.0,Serrana Dos Quilombos,2016,Matrícula,Privada,Educação Infantil,1213.0
3527,2708.0,Serrana Dos Quilombos,2016,Matrícula,Privada,Educação Profissional,74.0
3528,2708.0,Serrana Dos Quilombos,2016,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
3529,2708.0,Serrana Dos Quilombos,2016,Matrícula,Privada,Ensino Fundamental,2871.0
3530,2708.0,Serrana Dos Quilombos,2016,Matrícula,Privada,Ensino Médio,510.0
3531,2708.0,Serrana Dos Quilombos,2016,Matrícula,Pública,Educação Infantil,10861.0
3532,2708.0,Serrana Dos Quilombos,2016,Matrícula,Pública,Educação Profissional,1216.0
3533,2708.0,Serrana Dos Quilombos,2016,Matrícula,Pública,Educação de Jovens e Adultos (EJA),8937.0
3534,2708.0,Serrana Dos Quilombos,2016,Matrícula,Pública,Ensino Fundamental,45383.0
3535,2708.0,Serrana Dos Quilombos,2016,Matrícula,Pública,Ensino Médio,9703.0
3536,2708.0,Serrana Dos Quilombos,2016,Matrícula,Total,Educação Infantil,12074.0
3537,2708.0,Serrana Dos Quilombos,2016,Matrícula,Total,Educação Profissional,1290.0
3538,2708.0,Serrana Dos Quilombos,2016,Matrícula,Total,Educação de Jovens e Adultos (EJA),8937.0
3539,2708.0,Serrana Dos Quilombos,2016,Matrícula,Total,Ensino Fundamental,48254.0
3540,2708.0,Serrana Dos Quilombos,2016,Matrícula,Total,Ensino Médio,10213.0
3541,2708.0,Serrana Dos Quilombos,2017,Matrícula,Estadual,Educação Infantil,127.0
3542,2708.0,Serrana Dos Quilombos,2017,Matrícula,Estadual,Educação Profissional,738.0
3543,2708.0,Serrana Dos Quilombos,2017,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1744.0
3544,2708.0,Serrana Dos Quilombos,2017,Matrícula,Estadual,Ensino Fundamental,1396.0
3545,2708.0,Serrana Dos Quilombos,2017,Matrícula,Estadual,Ensino Médio,8561.0
3546,2708.0,Serrana Dos Quilombos,2017,Matrícula,Federal,Educação Infantil,0.0
3547,2708.0,Serrana Dos Quilombos,2017,Matrícula,Federal,Educação Profissional,517.0
3548,2708.0,Serrana Dos Quilombos,2017,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3549,2708.0,Serrana Dos Quilombos,2017,Matrícula,Federal,Ensino Fundamental,0.0
3550,2708.0,Serrana Dos Quilombos,2017,Matrícula,Federal,Ensino Médio,456.0
3551,2708.0,Serrana Dos Quilombos,2017,Matrícula,Municipal,Educação Infantil,11808.0
3552,2708.0,Serrana Dos Quilombos,2017,Matrícula,Municipal,Educação Profissional,0.0
3553,2708.0,Serrana Dos Quilombos,2017,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),8235.0
3554,2708.0,Serrana Dos Quilombos,2017,Matrícula,Municipal,Ensino Fundamental,42171.0
3555,2708.0,Serrana Dos Quilombos,2017,Matrícula,Municipal,Ensino Médio,0.0
3556,2708.0,Serrana Dos Quilombos,2017,Matrícula,Privada,Educação Infantil,1067.0
3557,2708.0,Serrana Dos Quilombos,2017,Matrícula,Privada,Educação Profissional,105.0
3558,2708.0,Serrana Dos Quilombos,2017,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
3559,2708.0,Serrana Dos Quilombos,2017,Matrícula,Privada,Ensino Fundamental,2944.0
3560,2708.0,Serrana Dos Quilombos,2017,Matrícula,Privada,Ensino Médio,473.0
3561,2708.0,Serrana Dos Quilombos,2017,Matrícula,Pública,Educação Infantil,11935.0
3562,2708.0,Serrana Dos Quilombos,2017,Matrícula,Pública,Educação Profissional,1255.0
3563,2708.0,Serrana Dos Quilombos,2017,Matrícula,Pública,Educação de Jovens e Adultos (EJA),9979.0
3564,2708.0,Serrana Dos Quilombos,2017,Matrícula,Pública,Ensino Fundamental,43567.0
3565,2708.0,Serrana Dos Quilombos,2017,Matrícula,Pública,Ensino Médio,9017.0
3566,2708.0,Serrana Dos Quilombos,2017,Matrícula,Total,Educação Infantil,13002.0
3567,2708.0,Serrana Dos Quilombos,2017,Matrícula,Total,Educação Profissional,1360.0
3568,2708.0,Serrana Dos Quilombos,2017,Matrícula,Total,Educação de Jovens e Adultos (EJA),9979.0
3569,2708.0,Serrana Dos Quilombos,2017,Matrícula,Total,Ensino Fundamental,46511.0
3570,2708.0,Serrana Dos Quilombos,2017,Matrícula,Total,Ensino Médio,9490.0
3571,2708.0,Serrana Dos Quilombos,2018,Matrícula,Estadual,Educação Infantil,114.0
3572,2708.0,Serrana Dos Quilombos,2018,Matrícula,Estadual,Educação Profissional,898.0
3573,2708.0,Serrana Dos Quilombos,2018,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1767.0
3574,2708.0,Serrana Dos Quilombos,2018,Matrícula,Estadual,Ensino Fundamental,1303.0
3575,2708.0,Serrana Dos Quilombos,2018,Matrícula,Estadual,Ensino Médio,8756.0
3576,2708.0,Serrana Dos Quilombos,2018,Matrícula,Federal,Educação Infantil,0.0
3577,2708.0,Serrana Dos Quilombos,2018,Matrícula,Federal,Educação Profissional,485.0
3578,2708.0,Serrana Dos Quilombos,2018,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3579,2708.0,Serrana Dos Quilombos,2018,Matrícula,Federal,Ensino Fundamental,0.0
3580,2708.0,Serrana Dos Quilombos,2018,Matrícula,Federal,Ensino Médio,485.0
3581,2708.0,Serrana Dos Quilombos,2018,Matrícula,Municipal,Educação Infantil,11728.0
3582,2708.0,Serrana Dos Quilombos,2018,Matrícula,Municipal,Educação Profissional,0.0
3583,2708.0,Serrana Dos Quilombos,2018,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),8305.0
3584,2708.0,Serrana Dos Quilombos,2018,Matrícula,Municipal,Ensino Fundamental,39879.0
3585,2708.0,Serrana Dos Quilombos,2018,Matrícula,Municipal,Ensino Médio,0.0
3586,2708.0,Serrana Dos Quilombos,2018,Matrícula,Privada,Educação Infantil,1118.0
3587,2708.0,Serrana Dos Quilombos,2018,Matrícula,Privada,Educação Profissional,0.0
3588,2708.0,Serrana Dos Quilombos,2018,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
3589,2708.0,Serrana Dos Quilombos,2018,Matrícula,Privada,Ensino Fundamental,3083.0
3590,2708.0,Serrana Dos Quilombos,2018,Matrícula,Privada,Ensino Médio,355.0
3591,2708.0,Serrana Dos Quilombos,2018,Matrícula,Pública,Educação Infantil,11842.0
3592,2708.0,Serrana Dos Quilombos,2018,Matrícula,Pública,Educação Profissional,1383.0
3593,2708.0,Serrana Dos Quilombos,2018,Matrícula,Pública,Educação de Jovens e Adultos (EJA),10072.0
3594,2708.0,Serrana Dos Quilombos,2018,Matrícula,Pública,Ensino Fundamental,41182.0
3595,2708.0,Serrana Dos Quilombos,2018,Matrícula,Pública,Ensino Médio,9241.0
3596,2708.0,Serrana Dos Quilombos,2018,Matrícula,Total,Educação Infantil,12960.0
3597,2708.0,Serrana Dos Quilombos,2018,Matrícula,Total,Educação Profissional,1383.0
3598,2708.0,Serrana Dos Quilombos,2018,Matrícula,Total,Educação de Jovens e Adultos (EJA),10072.0
3599,2708.0,Serrana Dos Quilombos,2018,Matrícula,Total,Ensino Fundamental,44265.0
3600,2708.0,Serrana Dos Quilombos,2018,Matrícula,Total,Ensino Médio,9596.0
3601,2708.0,Serrana Dos Quilombos,2019,Matrícula,Estadual,Educação Infantil,99.0
3602,2708.0,Serrana Dos Quilombos,2019,Matrícula,Estadual,Educação Profissional,914.0
3603,2708.0,Serrana Dos Quilombos,2019,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1600.0
3604,2708.0,Serrana Dos Quilombos,2019,Matrícula,Estadual,Ensino Fundamental,1335.0
3605,2708.0,Serrana Dos Quilombos,2019,Matrícula,Estadual,Ensino Médio,8411.0
3606,2708.0,Serrana Dos Quilombos,2019,Matrícula,Federal,Educação Infantil,0.0
3607,2708.0,Serrana Dos Quilombos,2019,Matrícula,Federal,Educação Profissional,468.0
3608,2708.0,Serrana Dos Quilombos,2019,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
3609,2708.0,Serrana Dos Quilombos,2019,Matrícula,Federal,Ensino Fundamental,0.0
3610,2708.0,Serrana Dos Quilombos,2019,Matrícula,Federal,Ensino Médio,468.0
3611,2708.0,Serrana Dos Quilombos,2019,Matrícula,Municipal,Educação Infantil,11612.0
3612,2708.0,Serrana Dos Quilombos,2019,Matrícula,Municipal,Educação Profissional,0.0
3613,2708.0,Serrana Dos Quilombos,2019,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),8072.0
3614,2708.0,Serrana Dos Quilombos,2019,Matrícula,Municipal,Ensino Fundamental,38146.0
3615,2708.0,Serrana Dos Quilombos,2019,Matrícula,Municipal,Ensino Médio,0.0
3616,2708.0,Serrana Dos Quilombos,2019,Matrícula,Privada,Educação Infantil,1043.0
3617,2708.0,Serrana Dos Quilombos,2019,Matrícula,Privada,Educação Profissional,0.0
3618,2708.0,Serrana Dos Quilombos,2019,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
3619,2708.0,Serrana Dos Quilombos,2019,Matrícula,Privada,Ensino Fundamental,3168.0
3620,2708.0,Serrana Dos Quilombos,2019,Matrícula,Privada,Ensino Médio,351.0
3621,2708.0,Serrana Dos Quilombos,2019,Matrícula,Pública,Educação Infantil,11711.0
3622,2708.0,Serrana Dos Quilombos,2019,Matrícula,Pública,Educação Profissional,1382.0
